466.7437	490.3777	534.6479999999999	547.1039999999999	8,964
461.4697	490.3687	518.3759999999999	530.8319999999999	74,434
461.46070000000003	490.3597000000001	502.1039999999999	514.56	92,951
485.5987000000001	490.35070000000013	485.83199999999994	498.28799999999995	–
461.4427000000001	490.34170000000006	469.55999999999995	482.01599999999996	22,798
456.16870000000006	490.33270000000005	453.28799999999995	465.74399999999997	165,214
448.0507000000001	490.32370000000014	437.01599999999996	449.472	1,929,842
456.15070000000014	490.31470000000013	420.74399999999997	433.2	172,033
461.4067000000001	490.3057000000001	404.472	416.928	12,446
456.13270000000017	490.2967000000002	388.2	400.656	310,901
448.0147000000002	490.2877000000002	371.928	384.384	2,075,151
485.52670000000035	490.27870000000036	355.656	368.112	–
485.51770000000056	490.26970000000057	339.384	351.84000000000003	–
485.50870000000066	490.26070000000067	323.112	335.56800000000004	–
461.3527000000006	490.2517000000006	306.84000000000003	319.29600000000005	78,301
518.4567000000001	547.0867000000001	579.143	587.2629999999999	最大信用
518.4567000000001	547.0867000000001	570.645	578.7649999999999	风险敞口
517.0357	547.0777	551.226	562.674	568,399
526.3507	547.0687	534.954	546.4019999999999	6,011
521.6797	547.0597	518.6819999999999	530.1299999999999	60,415
521.6707	547.0507	502.4099999999999	513.858	99,296
521.6617000000001	547.0417000000001	486.1379999999999	497.5859999999999	51,900
521.6527000000001	547.0327000000001	469.86599999999993	481.3139999999999	72,061
516.9817	547.0237000000001	453.59399999999994	465.0419999999999	112,028
509.9707000000001	547.0147000000002	437.32199999999995	448.7699999999999	1,660,864
516.9637000000001	547.0057000000002	421.04999999999995	432.49799999999993	154,077
521.6167000000002	546.9967000000001	404.77799999999996	416.22599999999994	12,250
542.2357000000002	546.9877000000001	388.73999999999995	399.95399999999995	–
542.2267000000002	546.9787000000001	372.46799999999996	383.68199999999996	–
509.92570000000035	546.9697000000004	355.962	367.40999999999997	1,243,768
516.9187000000005	546.9607000000005	339.69	351.138	847,198
516.9097000000006	546.9517000000006	323.418	334.866	221,871
521.5627000000006	546.9427000000006	307.146	318.594	92,966
404.79730000000006	433.69630000000006	287.62800000000004	300.08400000000006	39,434
448.11430000000007	490.3873000000001	287.62800000000004	300.08400000000006	5,417,094
510.03430000000003	547.0783000000001	287.934	299.382	5,203,104
418.1713	433.6963	268.774	279.925	733
456.2233	490.3873	268.351	280.807	397,032
517.0363	547.0783	268.657	280.10499999999996	354,755
404.79730000000006	433.69630000000006	249.071	261.527	40,167
448.11430000000007	490.3873000000001	249.071	261.527	5,814,126
510.03430000000003	547.0783000000001	249.377	260.825	5,557,859
42.5203	283.2703000000001	218.53799999999998	228.97799999999998	本集团密切监控已发生信用减值的金融资产对应的担保品。
42.5203	549.8863	189.54	201.096	于2018年12月31日，本集团已发生信用减值的发放贷款及垫款的担保品公允价值为人民币38, 007百万元 ；已发生信用减值的债
42.52030000000002	243.76030000000003	175.041	186.597	权投资的担保品公允价值为人民币13,935百万元。
14.0994	31.181400000000004	14.380600000000001	29.1096	312
